trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1863,False,"{'a': 0.002, 'e': 0.024137225587813747}",25,18,14.773519532981327,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.002, 'e': 0.024088999378922418}",25,2,21.959175856964066,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.002, 'e': 0.024040869526060712}",20,14,9.972125660320653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.002, 'e': 0.023992835836709175}",20,13,13.873136716162549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023944898118732967}",25,8,31.66463202267733,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023897056180381168}",25,12,3.0057885294240627,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023849309830285947}",30,13,32.98457318896885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.002, 'e': 0.023801658877461853}",30,22,12.946783784911087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023754103131304997}",20,0,32.079655016809824,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1872,False,"{'a': 0.002, 'e': 0.023706642401592346}",35,24,21.124828795273853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.0236592764984809}",25,14,18.15315357319524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.023612005232507005}",35,23,26.141491151515467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.02356482841458551}",25,17,16.787649409331113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023517745856009107}",20,9,5.698880258592042,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1877,False,"{'a': 0.002, 'e': 0.023470757368447476}",35,6,40.88909469518688,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.002, 'e': 0.023423862763946618}",20,0,25.60703701867504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1879,False,"{'a': 0.002, 'e': 0.023377061854928043}",25,15,17.80180088622199,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.002, 'e': 0.023330354454188063}",25,5,14.070681001037874,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1881,False,"{'a': 0.002, 'e': 0.023283740374897}",20,7,21.157595175536088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023237219430598487}",20,12,14.059953023379029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023190791435208673}",30,7,16.542558078232155,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.023144456203015532}",25,12,22.62789770792448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02309821354867805}",25,20,11.324623584941673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.02305206328722557}",25,19,4.43410775646724,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.023006005234056964}",30,20,20.290131524512862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022960039204939983}",20,9,17.86541796386624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022914165016010422}",25,6,33.0190108608278,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.002, 'e': 0.022868382483771488}",20,0,27.663670702148572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1891,False,"{'a': 0.002, 'e': 0.02282269142509297}",20,5,26.994167814086882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022777091657210594}",30,19,20.890423321602174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.002, 'e': 0.022731582997725205}",35,19,31.362398202139218,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022686165264602126}",20,6,22.55246625299868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022640838276170343}",20,12,11.737893832173459,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022595601851121864}",20,0,28.857459464888116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.002, 'e': 0.022550455808510905}",30,12,33.4588055291435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02250539996775326}",25,8,29.811853358840075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.02246043414862548}",25,0,32.766789204517174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1900,False,"{'a': 0.002, 'e': 0.022415558171264255}",25,13,23.486619204306145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.02237077185616559}",20,8,20.669141601519442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.002, 'e': 0.022326075024184187}",20,4,21.556019411540138,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.02228146749653264}",20,12,14.460512310297933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.0222369490947808}",20,10,4.580679329399363,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022192519640854974}",20,14,10.6566102007971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022148178957037315}",25,11,14.456025045901544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022103926865965004}",25,7,19.997821050360617,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.022059763190629637}",30,21,12.69212710305475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.02201568775437644}",25,18,14.122882266711647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.021971700380903618}",20,0,34.81616661244581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1911,False,"{'a': 0.002, 'e': 0.02192780089426161}",30,13,32.233854553690314,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021883989118852424}",25,12,24.655755564275612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.021840264879428885}",25,20,10.61350904913872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.02179662800109399}",20,13,11.622881173548917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.021753078309300157}",20,14,11.424384506476464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02170961562984857}",20,6,24.135837996139347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.02166623978888844}",25,8,32.67972985537628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021622950612916365}",25,0,39.26579982427556,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1919,False,"{'a': 0.002, 'e': 0.021579747928775563}",20,9,19.24418288422571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.002, 'e': 0.02153663156365526}",20,8,23.867026737852264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021493601345089923}",20,15,7.85584971340289,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.002, 'e': 0.021450657100958614}",25,11,19.716771597009625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021407798659484324}",25,5,31.26086499507806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.002, 'e': 0.021365025849233204}",25,20,10.37163854687131,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02132233849911398}",20,6,21.682821062085438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.002, 'e': 0.02127973643837717}",30,20,20.055219266454976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.021237219496614494}",30,13,24.64976773572706,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.002, 'e': 0.02119478750375811}",20,7,18.467243246184562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021152440290080017}",25,0,37.99173615782302,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1930,False,"{'a': 0.002, 'e': 0.021110177686191275}",30,8,34.91655571413182,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021067999523041434}",20,12,6.789945792000904,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.021025905631917766}",30,9,33.39385994650652,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.002, 'e': 0.02098389584444467}",25,11,22.212647654812322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.02094196999258292}",20,10,17.37659774710175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.020900127908629072}",20,15,7.773822513729913,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.020858369425214716}",25,12,23.876045303694635,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.002, 'e': 0.020816694375305884}",20,9,3.44437372510662,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.020775102592202298}",30,19,18.43592445719694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.02073359390953679}",20,7,19.893805315053697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020692168161274557}",20,13,10.103026222916261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020650825181712566}",25,3,34.6485203027144,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.002, 'e': 0.020609564805478826}",20,16,8.238073387263704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.002, 'e': 0.0205683868675318}",25,11,23.850386416119992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.002, 'e': 0.02052729120315966}",30,16,28.241037201004985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.002, 'e': 0.020486277647979705}",30,2,31.9664236082322,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1946,False,"{'a': 0.002, 'e': 0.020445346037937653}",20,12,13.147236206803873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.002, 'e': 0.02040449620930702}",25,16,12.460102323098273,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.002, 'e': 0.020363727998688425}",30,17,27.800663231550587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.002, 'e': 0.020323041243008984}",20,9,23.95385590939403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.0202824357795216}",20,13,11.87048784186921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1951,False,"{'a': 0.002, 'e': 0.02024191144580439}",25,13,25.02056440332312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.002, 'e': 0.020201468079759942}",30,7,33.94216142212406,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.002, 'e': 0.02016110551961476}",20,14,10.617347078197092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.002, 'e': 0.020120823603918526}",20,13,13.786166373498858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.002, 'e': 0.020080622171543543}",30,13,18.354477636277863,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.020040501061684014}",30,7,21.466802301374543,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.02000046011385546}",20,12,18.667833851233603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.01996049916789402}",20,0,30.40901077498709,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1959,False,"{'a': 0.002, 'e': 0.019920618063955876}",20,12,12.883225650506901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.002, 'e': 0.01988081664251654}",20,8,23.558891693082874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.002, 'e': 0.019841094744370288}",20,0,18.74337873823493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1962,False,"{'a': 0.002, 'e': 0.019801452210629462}",25,15,17.829587477282146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.002, 'e': 0.019761888882723885}",20,11,9.903442398925693,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.002, 'e': 0.019722404602400184}",25,19,11.907615081008128,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.002, 'e': 0.019682999211721196}",35,20,19.03071405736545,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.002, 'e': 0.019643672553065292}",35,22,23.622796971040195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.0196044244691258}",20,12,14.417203162859256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.002, 'e': 0.019565254802910312}",30,14,30.223715466127796,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.002, 'e': 0.019526163397740135}",20,9,20.874240758872073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.002, 'e': 0.01948715009724957}",30,1,42.120438205111164,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.002, 'e': 0.01944821474538539}",20,6,27.75973728724943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.019409357186406115}",35,18,27.2092825967407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.002, 'e': 0.01937057726488147}",30,4,41.10095757331638,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019331874825691705}",25,11,25.403642644378053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.019293249714027027}",20,1,24.161127292456264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.01925470177538692}",25,8,28.351267294514845,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.019216230855579598}",20,15,10.664657102855912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.01917783680072131}",25,15,17.318626746220072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.002, 'e': 0.019139519457235805}",30,21,17.2392460188549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.002, 'e': 0.019101278671853638}",30,12,29.195050723076175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,16,17.715459742890427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.01902502616385221}",30,15,29.47275312744867,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.002, 'e': 0.018987014136222814}",20,1,24.390011396923313,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1984,False,"{'a': 0.002, 'e': 0.01894907805667527}",25,15,17.1094823948777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.002, 'e': 0.018911217773465227}",30,13,32.04429967205018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.002, 'e': 0.018873433135151486}",20,12,14.418969344562305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.002, 'e': 0.018835723990595455}",20,0,24.754052911004827,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1988,False,"{'a': 0.002, 'e': 0.018798090188960496}",25,16,19.91013952777798,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.002, 'e': 0.018760531579711363}",25,18,11.948821300627014,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.002, 'e': 0.018723048012613555}",20,3,28.021305685946984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.002, 'e': 0.018685639337732773}",30,12,30.443985900168713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.002, 'e': 0.018648305405434242}",30,18,19.641442318665685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.002, 'e': 0.01861104606638221}",20,8,24.952546259634605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.002, 'e': 0.01857386117153925}",25,10,27.050228303960324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.002, 'e': 0.018536750572165746}",30,16,27.993814370279175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.002, 'e': 0.018499714119819242}",30,24,11.058594820345819,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.002, 'e': 0.018462751666353888}",35,12,33.73396334401678,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'a': 0.002, 'e': 0.01842586306391981}",20,10,18.23846249133046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1999,False,"{'a': 0.002, 'e': 0.018389048164962566}",35,19,28.198953392626194,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2000,False,"{'a': 0.002, 'e': 0.01835230682222249}",20,16,7.549451947937362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2001,False,"{'a': 0.002, 'e': 0.01831563888873418}",25,14,23.217940618493206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2002,False,"{'a': 0.002, 'e': 0.018279044217825845}",20,14,-27.975746209743534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2003,False,"{'a': 0.002, 'e': 0.01824252266311874}",20,16,8.740074788314256,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.002, 'e': 0.01820607407852663}",30,16,26.888559639065875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.002, 'e': 0.0181696983182551}",20,10,21.95012696278619,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2006,False,"{'a': 0.002, 'e': 0.018133395236801075}",20,13,-7.9351342753877905,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2007,False,"{'a': 0.002, 'e': 0.018097164688952158}",30,8,39.97809696263151,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'a': 0.002, 'e': 0.018061006529786143}",20,8,24.109159731681483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.002, 'e': 0.01802492061467033}",30,12,31.365966494264818,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.002, 'e': 0.017988906799261007}",25,11,27.153554364558016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2011,False,"{'a': 0.002, 'e': 0.01795296493950285}",25,14,22.122949943099968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.002, 'e': 0.017917094891628405}",20,8,21.016847221091055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.002, 'e': 0.017881296512157415}",30,18,20.080150689806835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.002, 'e': 0.017845569657896316}",20,12,15.54990325412481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2015,False,"{'a': 0.002, 'e': 0.017809914185937626}",20,3,23.740257000133987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.002, 'e': 0.01777432995365944}",30,17,20.519671332590526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2017,False,"{'a': 0.002, 'e': 0.017738816818724773}",25,10,24.854909501996595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2018,False,"{'a': 0.002, 'e': 0.017703374639081032}",35,21,23.48106046118353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.002, 'e': 0.01766800327295943}",20,8,23.608535603023807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.002, 'e': 0.0176327025788745}",35,8,48.23582290560926,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.002, 'e': 0.017597472415623393}",20,0,28.434778154490875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2022,False,"{'a': 0.002, 'e': 0.017562312642285412}",25,13,16.708018719284034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.002, 'e': 0.0175272231182214}",20,5,23.60807396367982,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2024,False,"{'a': 0.002, 'e': 0.017492203703073247}",35,23,18.06736664522625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2025,False,"{'a': 0.002, 'e': 0.01745725425676323}",25,19,9.873983443333609,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.002, 'e': 0.017422374639493515}",20,13,14.056560398066331,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.002, 'e': 0.017387564711745573}",20,14,8.962866881963885,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.002, 'e': 0.017352824334279676}",20,16,7.736271367162152,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.002, 'e': 0.017318153368134255}",25,7,19.119210747811994,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2030,False,"{'a': 0.002, 'e': 0.017283551674625395}",25,8,29.674136831872072,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.002, 'e': 0.017249019115346265}",20,8,22.071844510517053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.002, 'e': 0.017214555552166607}",20,13,12.144833540259123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2033,False,"{'a': 0.002, 'e': 0.017180160847232114}",30,12,35.14529730463354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.002, 'e': 0.017145834862963918}",25,15,-26.46473493355545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2035,False,"{'a': 0.002, 'e': 0.017111577462058016}",20,16,4.683735650561053,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2036,False,"{'a': 0.002, 'e': 0.017077388507484793}",30,16,28.221339148437675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2037,False,"{'a': 0.002, 'e': 0.017043267862488373}",20,12,-27.32090782739015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2038,False,"{'a': 0.002, 'e': 0.017009215390586124}",25,14,19.534962021378675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.002, 'e': 0.016975230955568105}",35,22,20.693979601869103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.002, 'e': 0.016941314421496552}",20,7,21.921254988136827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.002, 'e': 0.01690746565270528}",20,15,7.63676369378914,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.002, 'e': 0.016873684513799156}",25,18,13.880570086098281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.002, 'e': 0.01683997086965357}",25,18,14.574831729774772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.002, 'e': 0.016806324585413937}",20,0,-21.891478974270168,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2045,False,"{'a': 0.002, 'e': 0.016772745526495048}",20,1,26.516812040054187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
